ID,Category,Subcategory,Keywords,Context,Response,FollowUp,Emotion,ScoreWeight,CombineFlag
1757,Feelings,Feelings,"""angry, excited, stressed, jealous""",None,"""excited, stressed, jealous always fascinates me. How do you feel about it?""","""How does that make you feel right now?""",sarcastic,0.56,Yes
1758,Humor,Humor,"""giggle, sarcastic, joke, laugh""",None,"""I'm curious about laugh. Care to share your experience?""","""Does it happen often?""",sarcastic,0.89,No
1759,ChitChat,ChitChat,"""shopping, festival, food, music""",None,"""I feel music is really intriguing. What’s your opinion?""","""Do you enjoy this a lot?""",empathetic,0.63,Yes
1760,Goodbyes,Goodbyes,"""adieu, bye, catch you, later""",None,"""adieu, catch you, bye always fascinates me. How do you feel about it?""","""Does it remind you of anything?""",chill,0.78,Yes
1761,Intro,Intro,"""salutations, hi, ahoy, yo""",None,"""I've been thinking a lot about yo. What are your thoughts?""","""Do you want some advice?""",excited,0.51,No
1762,Intro,Intro,"""sup, hiya, ahoy, hi""",None,"""Do you enjoy hiya, sup? I find it quite interesting.""","""What’s the story behind it?""",curious,0.75,No
1763,Goodbyes,Goodbyes,"""night, peace, cheerio, bye""",None,"""bye, night, cheerio can be so engaging! Do you like it as well?""","""Is there a reason it makes you happy?""",friendly,0.58,Yes
1764,ChitChat,ChitChat,"""games, sports, festival, shopping""",None,"""Recently, games caught my attention. Have you noticed that too?""","""How does that make you feel right now?""",excited,0.94,Yes
1765,Thoughts,Thoughts,"""space, history, gaming, sports""",None,"""Do you enjoy space, sports? I find it quite interesting.""","""Do you want some advice?""",playful,0.55,No
1766,Goodbyes,Goodbyes,"""bye, catch you, see you, ciao""",None,"""ciao, see you always fascinates me. How do you feel about it?""","""What’s the story behind it?""",enthusiastic,0.74,No
1767,Thoughts,Thoughts,"""music, space, environment, tech""",None,"""I feel environment, space is really intriguing. What’s your opinion?""","""What’s the story behind it?""",sarcastic,0.68,Yes
1768,Feelings,Feelings,"""excited, happy, confident, hopeful""",None,"""hopeful is something I like to explore. How about you?""","""Can you elaborate on that?""",chill,0.92,No
1769,Feelings,Feelings,"""happy, excited, angry, frustrated""",None,"""I feel frustrated, excited is really intriguing. What’s your opinion?""","""What else comes to mind?""",playful,0.75,Yes
1770,Goodbyes,Goodbyes,"""farewell, cheerio, see you, adieu""",None,"""adieu, cheerio, see you? That’s an interesting topic! Let's discuss.""","""Does it remind you of anything?""",cheerful,0.59,No
1771,Feelings,Feelings,"""relaxed, excited, bored, hopeful""",None,"""I'm curious about hopeful, relaxed, bored. Care to share your experience?""","""What else comes to mind?""",excited,0.57,Yes
1772,Thoughts,Thoughts,"""innovation, philosophy, tech, music""",None,"""What do you think about music, innovation? It's been on my mind.""","""Can you describe it more vividly?""",funny,0.69,No
1773,Humor,Humor,"""giggle, silly, humor, lol""",None,"""I feel lol is really intriguing. What’s your opinion?""","""Would you like some tips?""",excited,0.5,Yes
1774,Intro,Intro,"""hiya, greetings, hi, hola""",None,"""I'm curious about hiya, hi. Care to share your experience?""","""What else comes to mind?""",inquisitive,0.54,Yes
1775,Goodbyes,Goodbyes,"""farewell, catch you, take care, peace""",None,"""peace, take care is something I like to explore. How about you?""","""Is there a reason it makes you happy?""",relaxed,0.93,Yes
1776,Intro,Intro,"""what’s up, hey, greetings, sup""",None,"""I feel hey, what’s up is really intriguing. What’s your opinion?""","""What else comes to mind?""",enthusiastic,0.64,Yes
1777,Goodbyes,Goodbyes,"""see you, goodbye, peace, cheerio""",None,"""I feel goodbye, see you, cheerio is really intriguing. What’s your opinion?""","""Do you often feel this way?""",empathetic,0.85,No
1778,Humor,Humor,"""pun, lol, humor, quirky""",None,"""Do you enjoy humor, quirky, lol? I find it quite interesting.""","""How does that make you feel right now?""",inquisitive,0.9,Yes
1779,Humor,Humor,"""sarcastic, giggle, lol, prank""",None,"""prank, giggle, sarcastic is something I like to explore. How about you?""","""What’s the story behind it?""",optimistic,0.89,Yes
1780,Intro,Intro,"""hola, howdy, hiya, hello""",None,"""I've been thinking a lot about hello, hola. What are your thoughts?""","""Do you often feel this way?""",enthusiastic,0.94,Yes
1781,Feelings,Feelings,"""tired, stressed, hopeful, angry""",None,"""angry, tired? That’s an interesting topic! Let's discuss.""","""Is there a reason it makes you happy?""",optimistic,0.75,No
1782,Humor,Humor,"""prank, pun, sarcastic, haha""",None,"""sarcastic is something I like to explore. How about you?""","""Do you enjoy this a lot?""",excited,0.96,Yes
1783,Intro,Intro,"""hey, what’s up, hiya, yo""",None,"""I'm curious about hiya. Care to share your experience?""","""Would you like some tips?""",supportive,0.61,Yes
1784,Goodbyes,Goodbyes,"""goodbye, see you, later, adieu""",None,"""What do you think about later? It's been on my mind.""","""What’s the story behind it?""",friendly,0.99,No
1785,Goodbyes,Goodbyes,"""peace, goodbye, catch you, bye""",None,"""goodbye, catch you, bye? That’s an interesting topic! Let's discuss.""","""Do you often feel this way?""",helpful,0.91,No
1786,Goodbyes,Goodbyes,"""goodbye, peace, cheerio, bye""",None,"""peace, bye, goodbye can be so engaging! Do you like it as well?""","""Can you elaborate on that?""",curious,0.78,Yes
1787,Thoughts,Thoughts,"""tech, movies, cooking, history""",None,"""Do you enjoy history, cooking, movies? I find it quite interesting.""","""What else comes to mind?""",chill,0.74,No
1788,ChitChat,ChitChat,"""books, music, games, festival""",None,"""I feel books, festival, music is really intriguing. What’s your opinion?""","""What else comes to mind?""",witty,0.89,Yes
1789,Feelings,Feelings,"""frustrated, tired, joyful, relaxed""",None,"""Do you enjoy relaxed, frustrated, joyful? I find it quite interesting.""","""Does it happen often?""",friendly,0.51,No
1790,Goodbyes,Goodbyes,"""adieu, peace, night, farewell""",None,"""Recently, adieu, night caught my attention. Have you noticed that too?""","""How does that make you feel right now?""",chill,0.6,No
1791,ChitChat,ChitChat,"""gardening, pet, culture, technology""",None,"""I feel culture, pet, gardening is really intriguing. What’s your opinion?""","""Would you like some tips?""",witty,0.93,Yes
1792,Thoughts,Thoughts,"""cooking, music, books, politics""",None,"""I've been thinking a lot about cooking, music, politics. What are your thoughts?""","""How does that make you feel right now?""",motivated,0.66,Yes
1793,Intro,Intro,"""howdy, hey, hello, yo""",None,"""Do you enjoy hello, yo? I find it quite interesting.""","""Is there a reason it makes you happy?""",excited,0.59,No
1794,Feelings,Feelings,"""curious, joyful, surprised, tired""",None,"""surprised, joyful can be so engaging! Do you like it as well?""","""How long has this been on your mind?""",inquisitive,0.52,No
1795,Humor,Humor,"""joke, silly, lol, pun""",None,"""pun can be so engaging! Do you like it as well?""","""How long has this been on your mind?""",sarcastic,0.95,Yes
1796,ChitChat,ChitChat,"""hobby, travel, pet, culture""",None,"""Recently, travel, hobby caught my attention. Have you noticed that too?""","""What’s the story behind it?""",inquisitive,0.71,No
1797,Goodbyes,Goodbyes,"""night, bye, farewell, ciao""",None,"""bye can be so engaging! Do you like it as well?""","""Can you describe it more vividly?""",chill,0.86,Yes
1798,Feelings,Feelings,"""amused, surprised, joyful, angry""",None,"""Recently, joyful, amused caught my attention. Have you noticed that too?""","""Do you want some advice?""",excited,0.64,No
1799,ChitChat,ChitChat,"""culture, food, music, travel""",None,"""What do you think about food? It's been on my mind.""","""Do you often feel this way?""",empathetic,0.61,No
1800,Intro,Intro,"""bonjour, what’s up, greetings, yo""",None,"""I've been thinking a lot about greetings. What are your thoughts?""","""Is there a reason it makes you happy?""",empathetic,0.8,No
1801,Humor,Humor,"""joke, pun, sarcastic, lol""",None,"""Recently, lol, pun, sarcastic caught my attention. Have you noticed that too?""","""Does it remind you of anything?""",enthusiastic,0.62,Yes
1802,Intro,Intro,"""hola, hey, hiya, sup""",None,"""Recently, hola, hiya, sup caught my attention. Have you noticed that too?""","""Do you want some advice?""",friendly,0.91,No
1803,Feelings,Feelings,"""anxious, bored, relaxed, happy""",None,"""I feel relaxed, anxious, bored is really intriguing. What’s your opinion?""","""Does it happen often?""",chill,0.89,Yes
1804,Intro,Intro,"""hola, bonjour, sup, hello""",None,"""sup? That’s an interesting topic! Let's discuss.""","""Can you elaborate on that?""",optimistic,0.93,No
1805,Feelings,Feelings,"""curious, sad, stressed, nervous""",None,"""curious is something I like to explore. How about you?""","""What else comes to mind?""",excited,0.74,Yes
1806,Feelings,Feelings,"""curious, relaxed, jealous, bored""",None,"""Do you enjoy jealous? I find it quite interesting.""","""How does that make you feel right now?""",chill,0.98,Yes
1807,Intro,Intro,"""greetings, salutations, ahoy, yo""",None,"""Do you enjoy ahoy, salutations, greetings? I find it quite interesting.""","""Would you like some tips?""",chill,0.92,Yes
1808,Humor,Humor,"""giggle, funny, sarcastic, memes""",None,"""Recently, funny, memes, giggle caught my attention. Have you noticed that too?""","""Would you like some tips?""",supportive,0.69,No
1809,Thoughts,Thoughts,"""books, psychology, sports, design""",None,"""I feel books, sports is really intriguing. What’s your opinion?""","""Do you want some advice?""",cheerful,0.66,No
1810,Intro,Intro,"""yo, ahoy, what’s up, hello""",None,"""Recently, yo, ahoy caught my attention. Have you noticed that too?""","""Would you like to continue discussing this?""",playful,0.98,No
1811,ChitChat,ChitChat,"""food, drink, games, culture""",None,"""games, food, drink always fascinates me. How do you feel about it?""","""What’s the story behind it?""",cheerful,0.9,No
1812,Goodbyes,Goodbyes,"""peace, night, farewell, cheerio""",None,"""I'm curious about night, cheerio. Care to share your experience?""","""Can you elaborate on that?""",motivated,0.96,Yes
1813,Humor,Humor,"""humor, lol, joke, quirky""",None,"""joke, quirky, humor can be so engaging! Do you like it as well?""","""How long has this been on your mind?""",friendly,0.61,No
1814,Intro,Intro,"""hola, what’s up, bonjour, ahoy""",None,"""bonjour always fascinates me. How do you feel about it?""","""Have you tried something similar before?""",witty,0.75,Yes
1815,Goodbyes,Goodbyes,"""catch you, ciao, later, farewell""",None,"""What do you think about catch you, farewell? It's been on my mind.""","""Do you often feel this way?""",playful,0.89,No
1816,Humor,Humor,"""sarcastic, lol, laugh, prank""",None,"""Do you enjoy laugh, sarcastic, lol? I find it quite interesting.""","""How does that make you feel right now?""",excited,0.71,Yes
1817,Intro,Intro,"""bonjour, hi, what’s up, hiya""",None,"""Recently, bonjour caught my attention. Have you noticed that too?""","""Does it happen often?""",thoughtful,0.72,No
1818,Feelings,Feelings,"""curious, joyful, excited, relaxed""",None,"""Recently, relaxed caught my attention. Have you noticed that too?""","""Is there a reason it makes you happy?""",playful,0.81,No
1819,Goodbyes,Goodbyes,"""later, peace, farewell, cheerio""",None,"""I'm curious about farewell. Care to share your experience?""","""What else comes to mind?""",motivated,0.83,No
1820,Goodbyes,Goodbyes,"""adieu, night, peace, take care""",None,"""What do you think about adieu, take care, night? It's been on my mind.""","""Does it remind you of anything?""",cheerful,0.56,Yes
1821,ChitChat,ChitChat,"""travel, sports, movies, pet""",None,"""What do you think about travel, movies, pet? It's been on my mind.""","""Have you tried something similar before?""",thoughtful,0.55,No
1822,Thoughts,Thoughts,"""politics, science, fashion, books""",None,"""Recently, books, politics, fashion caught my attention. Have you noticed that too?""","""What else comes to mind?""",calm,0.94,Yes
1823,Goodbyes,Goodbyes,"""goodbye, bye, later, see you""",None,"""Do you enjoy goodbye, later? I find it quite interesting.""","""Would you like some tips?""",supportive,0.77,No
1824,Humor,Humor,"""lol, pun, humor, joke""",None,"""lol always fascinates me. How do you feel about it?""","""How does that make you feel right now?""",relaxed,0.74,No
1825,ChitChat,ChitChat,"""pets, nature, mountains, movies""",None,"""movies, mountains, nature is something I like to explore. How about you?""","""Have you tried something similar before?""",calm,0.84,Yes
1826,Humor,Humor,"""sarcastic, quirky, funny, silly""",None,"""silly, quirky can be so engaging! Do you like it as well?""","""Do you often feel this way?""",friendly,0.67,No
1827,Intro,Intro,"""greetings, bonjour, hey, hello""",None,"""I've been thinking a lot about hey, greetings, hello. What are your thoughts?""","""Would you like some tips?""",inquisitive,0.68,No
