ID,Category,Subcategory,Keywords,Context,Response,FollowUp,Emotion,ScoreWeight,CombineFlag
1199,Goodbyes,Goodbyes,"""catch you, goodbye, see you, farewell""",None,"""Catch you later! Stay awesome!""","""Would you like some tips?""",empathetic,0.96,No
1200,ChitChat,ChitChat,"""culture, nature, weather, games""",None,"""I love talking about food! What’s your favorite dish?""","""Can you describe it more vividly?""",playful,0.68,No
1201,Goodbyes,Goodbyes,"""farewell, night, bye, peace""",None,"""Good night! Rest well and recharge!""","""How long has this been on your mind?""",supportive,0.75,Yes
1202,Intro,Intro,"""what’s up, greetings, yo, hola""",None,"""Hello! What’s new with you?""","""Do you enjoy this a lot?""",enthusiastic,0.81,No
1203,Feelings,Feelings,"""happy, frustrated, excited, tired""",None,"""Wow, that sounds intense. How are you handling it?""","""Would you like some tips?""",friendly,0.9,No
1204,Goodbyes,Goodbyes,"""goodbye, night, catch you, adieu""",None,"""Catch you later! Stay awesome!""","""Does it happen often?""",playful,0.93,No
1205,Goodbyes,Goodbyes,"""see you, take care, bye, night""",None,"""Catch you later! Stay awesome!""","""Can you describe it more vividly?""",friendly,0.75,No
1206,Thoughts,Thoughts,"""movies, tech, books, philosophy""",None,"""Art is inspiring. Created or admired anything cool lately?""","""Can you describe it more vividly?""",optimistic,0.72,Yes
1207,Thoughts,Thoughts,"""history, movies, gaming, music""",None,"""Gaming can be so immersive. Playing anything new?""","""Does it happen often?""",friendly,0.8,No
1208,Thoughts,Thoughts,"""history, sports, tech, music""",None,"""Gaming can be so immersive. Playing anything new?""","""Can you elaborate on that?""",empathetic,0.88,Yes
1209,Humor,Humor,"""lol, pun, laugh, memes""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Would you like some tips?""",thoughtful,0.66,No
1210,ChitChat,ChitChat,"""weather, coffee, fitness, pet""",None,"""Hobbies keep life fun. What’s your go-to activity?""","""Do you enjoy this a lot?""",optimistic,0.94,No
1211,Feelings,Feelings,"""excited, happy, joyful, tired""",None,"""I see! What’s making you feel that way?""","""Do you often feel this way?""",empathetic,0.73,No
1212,ChitChat,ChitChat,"""food, coffee, pet, shopping""",None,"""Traveling is fun! Any places you dream of visiting?""","""Do you often feel this way?""",curious,0.88,Yes
1213,Intro,Intro,"""sup, what’s up, hi, hola""",None,"""Yo! What’s popping?""","""Does it happen often?""",thoughtful,0.94,No
1214,Thoughts,Thoughts,"""books, history, science, movies""",None,"""Gaming can be so immersive. Playing anything new?""","""Do you often feel this way?""",optimistic,0.99,Yes
1215,Goodbyes,Goodbyes,"""later, peace, see you, catch you""",None,"""Bye! It’s been great chatting!""","""How long has this been on your mind?""",excited,0.76,No
1216,Feelings,Feelings,"""sad, anxious, bored, curious""",None,"""I see! What’s making you feel that way?""","""Do you enjoy this a lot?""",excited,0.64,No
1217,Humor,Humor,"""joke, quirky, humor, lol""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""How long has this been on your mind?""",empathetic,0.79,Yes
1218,Intro,Intro,"""hola, greetings, yo, what’s up""",None,"""Yo! What’s popping?""","""What else comes to mind?""",supportive,0.74,No
1219,ChitChat,ChitChat,"""travel, food, hobby, pet""",None,"""Shopping can be fun. Found anything cool recently?""","""Can you describe it more vividly?""",curious,0.9,Yes
1220,Humor,Humor,"""memes, funny, pun, quirky""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Is there a reason it makes you happy?""",optimistic,0.93,No
1221,ChitChat,ChitChat,"""fitness, food, culture, hobby""",None,"""Coffee talk is always nice! How do you take yours?""","""What else comes to mind?""",playful,0.52,No
1222,Feelings,Feelings,"""tired, curious, anxious, excited""",None,"""Wow, that sounds intense. How are you handling it?""","""Do you enjoy this a lot?""",helpful,0.77,Yes
1223,Humor,Humor,"""pun, giggle, quirky, memes""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""How long has this been on your mind?""",empathetic,0.84,No
1224,ChitChat,ChitChat,"""culture, coffee, nature, shopping""",None,"""Pets are the best! Do you have any?""","""Is there a reason it makes you happy?""",curious,0.57,Yes
1225,Goodbyes,Goodbyes,"""peace, see you, take care, catch you""",None,"""Catch you later! Stay awesome!""","""Does it happen often?""",calm,0.92,No
1226,Humor,Humor,"""memes, quirky, joke, haha""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""What’s the story behind it?""",empathetic,0.75,Yes
1227,ChitChat,ChitChat,"""pet, food, shopping, coffee""",None,"""Pets are the best! Do you have any?""","""Do you enjoy this a lot?""",optimistic,0.72,Yes
1228,Feelings,Feelings,"""bored, tired, frustrated, curious""",None,"""Interesting! Can you tell me more?""","""Does it happen often?""",cheerful,0.78,Yes
1229,Intro,Intro,"""sup, what’s up, hola, howdy""",None,"""Hello! What’s new with you?""","""Is there a reason it makes you happy?""",playful,0.53,No
1230,ChitChat,ChitChat,"""hobby, fitness, nature, coffee""",None,"""Traveling is fun! Any places you dream of visiting?""","""What else comes to mind?""",calm,0.73,No
1231,ChitChat,ChitChat,"""food, drink, culture, games""",None,"""Traveling is fun! Any places you dream of visiting?""","""Do you often feel this way?""",calm,0.58,Yes
1232,Feelings,Feelings,"""sad, excited, tired, nervous""",None,"""I see! What’s making you feel that way?""","""Is there a reason it makes you happy?""",optimistic,0.52,No
1233,Humor,Humor,"""humor, lol, giggle, funny""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Do you enjoy this a lot?""",cheerful,0.74,Yes
1234,Humor,Humor,"""haha, memes, joke, humor""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Is there a reason it makes you happy?""",empathetic,0.69,No
1235,Goodbyes,Goodbyes,"""bye, peace, goodbye, take care""",None,"""Bye! It’s been great chatting!""","""What else comes to mind?""",empathetic,0.58,Yes
1236,Goodbyes,Goodbyes,"""farewell, night, goodbye, adieu""",None,"""Bye! It’s been great chatting!""","""Is there a reason it makes you happy?""",thoughtful,0.9,No
1237,Feelings,Feelings,"""excited, joyful, frustrated, happy""",None,"""Wow, that sounds intense. How are you handling it?""","""What’s the story behind it?""",optimistic,0.83,No
1238,Feelings,Feelings,"""frustrated, bored, curious, excited""",None,"""Thanks for sharing! Want to talk more about it?""","""Is there a reason it makes you happy?""",enthusiastic,0.92,Yes
1239,Goodbyes,Goodbyes,"""see you, later, catch you, farewell""",None,"""Catch you later! Stay awesome!""","""What’s the story behind it?""",friendly,0.92,No
1240,ChitChat,ChitChat,"""travel, food, games, coffee""",None,"""Coffee talk is always nice! How do you take yours?""","""Do you often feel this way?""",optimistic,0.5,Yes
1241,Thoughts,Thoughts,"""art, gaming, fashion, tech""",None,"""Sports are thrilling! Do you follow any teams?""","""What’s the story behind it?""",friendly,0.98,No
1242,Goodbyes,Goodbyes,"""farewell, goodbye, peace, night""",None,"""Good night! Rest well and recharge!""","""What’s the story behind it?""",empathetic,0.95,Yes
1243,Thoughts,Thoughts,"""movies, science, music, art""",None,"""Art is inspiring. Created or admired anything cool lately?""","""Would you like some tips?""",excited,0.59,Yes
1244,Intro,Intro,"""hello, hola, hey, hi""",None,"""Yo! What’s popping?""","""Do you often feel this way?""",excited,0.89,Yes
1245,Thoughts,Thoughts,"""art, tech, movies, gaming""",None,"""Tech is evolving fast. Any cool gadgets caught your eye?""","""Do you often feel this way?""",thoughtful,0.75,Yes
1246,Humor,Humor,"""humor, haha, lol, giggle""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""Is there a reason it makes you happy?""",optimistic,0.62,Yes
1247,Feelings,Feelings,"""excited, anxious, curious, confident""",None,"""I see! What’s making you feel that way?""","""Is there a reason it makes you happy?""",curious,0.93,No
1248,Thoughts,Thoughts,"""philosophy, gaming, art, fashion""",None,"""Movies are epic! Seen anything interesting recently?""","""Can you describe it more vividly?""",playful,0.87,No
1249,Goodbyes,Goodbyes,"""bye, goodbye, take care, peace""",None,"""Good night! Rest well and recharge!""","""What else comes to mind?""",enthusiastic,0.58,No
1250,Humor,Humor,"""memes, quirky, pun, humor""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""How long has this been on your mind?""",playful,0.89,Yes
1251,Humor,Humor,"""haha, funny, lol, memes""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""What’s the story behind it?""",calm,0.7,No
1252,Intro,Intro,"""hello, sup, greetings, howdy""",None,"""Hi! How’s life treating you?""","""Do you often feel this way?""",optimistic,0.93,Yes
1253,Thoughts,Thoughts,"""philosophy, sports, music, books""",None,"""Art is inspiring. Created or admired anything cool lately?""","""Does it happen often?""",curious,0.54,Yes
1254,Intro,Intro,"""hi, what’s up, greetings, hey""",None,"""Hi! How’s life treating you?""","""How long has this been on your mind?""",excited,0.92,No
1255,Thoughts,Thoughts,"""books, gaming, history, sports""",None,"""Movies are epic! Seen anything interesting recently?""","""Can you describe it more vividly?""",thoughtful,0.92,Yes
1256,Goodbyes,Goodbyes,"""peace, see you, night, later""",None,"""Catch you later! Stay awesome!""","""Is there a reason it makes you happy?""",helpful,0.54,Yes
1257,Thoughts,Thoughts,"""gaming, fashion, movies, art""",None,"""Sports are thrilling! Do you follow any teams?""","""Do you often feel this way?""",helpful,0.62,Yes
1258,Goodbyes,Goodbyes,"""goodbye, see you, adieu, take care""",None,"""Catch you later! Stay awesome!""","""Can you elaborate on that?""",optimistic,0.75,Yes
1259,Goodbyes,Goodbyes,"""goodbye, take care, bye, peace""",None,"""Good night! Rest well and recharge!""","""Is there a reason it makes you happy?""",playful,0.62,Yes
1260,Goodbyes,Goodbyes,"""later, night, catch you, take care""",None,"""Catch you later! Stay awesome!""","""Can you elaborate on that?""",excited,0.73,No
1261,Feelings,Feelings,"""tired, nervous, anxious, confident""",None,"""Wow, that sounds intense. How are you handling it?""","""Can you describe it more vividly?""",optimistic,0.65,Yes
1262,Feelings,Feelings,"""joyful, bored, stressed, nervous""",None,"""Wow, that sounds intense. How are you handling it?""","""Do you enjoy this a lot?""",calm,0.9,Yes
1263,ChitChat,ChitChat,"""hobby, shopping, travel, fitness""",None,"""I love talking about food! What’s your favorite dish?""","""Can you elaborate on that?""",friendly,0.78,Yes
1264,Thoughts,Thoughts,"""philosophy, science, tech, music""",None,"""Sports are thrilling! Do you follow any teams?""","""Does it happen often?""",enthusiastic,0.74,No
1265,ChitChat,ChitChat,"""weather, games, hobby, travel""",None,"""Shopping can be fun. Found anything cool recently?""","""Can you describe it more vividly?""",helpful,0.68,Yes
1266,Humor,Humor,"""humor, funny, quirky, lol""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Can you describe it more vividly?""",curious,0.68,Yes
1267,ChitChat,ChitChat,"""weather, culture, shopping, pet""",None,"""Shopping can be fun. Found anything cool recently?""","""Do you enjoy this a lot?""",curious,0.84,No
1268,Goodbyes,Goodbyes,"""take care, goodbye, see you, adieu""",None,"""Bye! It’s been great chatting!""","""Would you like some tips?""",playful,1.0,Yes
1269,Humor,Humor,"""laugh, funny, memes, humor""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""What’s the story behind it?""",excited,0.57,No
1270,Feelings,Feelings,"""stressed, confident, curious, excited""",None,"""I see! What’s making you feel that way?""","""Do you often feel this way?""",helpful,0.71,No
1271,Feelings,Feelings,"""joyful, anxious, excited, confident""",None,"""Feeling that is normal. How do you usually cope?""","""Do you enjoy this a lot?""",playful,0.76,No
1272,Feelings,Feelings,"""sad, excited, curious, tired""",None,"""Wow, that sounds intense. How are you handling it?""","""Does it happen often?""",friendly,0.96,Yes
1273,Humor,Humor,"""giggle, haha, pun, memes""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Do you enjoy this a lot?""",thoughtful,0.99,Yes
1274,Feelings,Feelings,"""tired, sad, joyful, curious""",None,"""Wow, that sounds intense. How are you handling it?""","""What’s the story behind it?""",helpful,0.61,Yes
1275,ChitChat,ChitChat,"""nature, pet, weather, travel""",None,"""Pets are the best! Do you have any?""","""Do you often feel this way?""",thoughtful,0.63,Yes
1276,Feelings,Feelings,"""happy, nervous, tired, anxious""",None,"""Feeling that is normal. How do you usually cope?""","""Is there a reason it makes you happy?""",supportive,0.82,Yes
1277,Goodbyes,Goodbyes,"""adieu, farewell, goodbye, peace""",None,"""Good night! Rest well and recharge!""","""What’s the story behind it?""",empathetic,0.88,No
1278,Goodbyes,Goodbyes,"""farewell, goodbye, night, take care""",None,"""Good night! Rest well and recharge!""","""Can you elaborate on that?""",thoughtful,0.83,Yes
1279,Goodbyes,Goodbyes,"""take care, see you, later, peace""",None,"""Good night! Rest well and recharge!""","""Can you elaborate on that?""",curious,0.63,Yes
1280,Intro,Intro,"""sup, hello, hi, what’s up""",None,"""Hello! What’s new with you?""","""Can you elaborate on that?""",enthusiastic,0.74,No
1281,ChitChat,ChitChat,"""drink, nature, travel, games""",None,"""Coffee talk is always nice! How do you take yours?""","""Would you like some tips?""",friendly,0.52,No
1282,Intro,Intro,"""yo, hello, what’s up, hola""",None,"""Hi! How’s life treating you?""","""Do you often feel this way?""",excited,0.85,Yes
1283,Humor,Humor,"""quirky, laugh, joke, humor""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""What else comes to mind?""",optimistic,0.75,Yes
